Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,DateSold,YearSold,Age,Grant
Armadale,3/20 Mercer Rd,3,t,1918000,SP,Jellis,2017-03,6.3,3143,2,2,0,165,1995,Stonnington City Council,-37.8537,145.0267,Southern Metropolitan,4/3/2017,2016,22,TRUE
Armadale,12 Willis St,3,h,2050000,S,Marshall,2017-03,6.3,3143,2,1,205,116,1910,Stonnington City Council,-37.8574,145.0281,Southern Metropolitan,4/3/2017,2016,107,FALSE
Armadale,11/17 Myamyn St,2,u,3625000,S,Jellis,2016-06,6.3,3143,2,2,0,74,2006,Stonnington City Council,-37.8555,145.0291,Southern Metropolitan,4/6/2016,2016,10,TRUE
Armadale,526 Orrong Rd,4,h,3000000,VB,Jellis,2016-06,6.3,3143,2,2,1581,128,1934,Stonnington City Council,-37.858,145.0111,Southern Metropolitan,4/6/2016,2016,82,FALSE
Armadale,9/19 Mercer Rd,3,u,735000,PI,Marshall,2016-05,6.3,3143,2,1,2113,14,1970,Stonnington City Council,-37.8543,145.0262,Southern Metropolitan,7/5/2016,2016,46,FALSE
Armadale,18/41 Kooyong Rd,2,u,645000,S,Marshall,2016-10,6.3,3143,1,1,0,74,1960,Stonnington City Council,-37.8596,145.0198,Southern Metropolitan,8/10/2016,2016,56,FALSE
Armadale,10 William St,1,h,1435000,SP,Jellis,2016-10,6.3,3143,2,1,144,107,1900,Stonnington City Council,-37.8564,145.0228,Southern Metropolitan,8/10/2016,2016,116,FALSE
Armadale,15/405 Dandenong Rd,1,u,280000,PI,hockingstuart,2016-09,6.3,3143,1,1,0,38,1975,Stonnington City Council,-37.8619,145.0185,Southern Metropolitan,10/9/2016,2016,41,FALSE
Armadale,8/58 Sutherland Rd,2,u,592500,S,hockingstuart,2016-12,6.3,3143,1,1,0,73,1970,Stonnington City Council,-37.8574,145.0174,Southern Metropolitan,10/12/2016,2016,46,FALSE
Armadale,40 New St,2,h,1210000,S,Marshall,2016-11,6.3,3143,1,0,249,96,1910,Stonnington City Council,-37.8543,145.016,Southern Metropolitan,12/11/2016,2016,106,FALSE
Armadale,35 Northcote Rd,4,h,2801000,S,Marshall,2016-11,6.3,3143,2,2,624,222,1900,Stonnington City Council,-37.8536,145.0173,Southern Metropolitan,12/11/2016,2016,116,FALSE
Armadale,791 High St,3,h,1800000,PI,RT,2016-10,6.3,3143,2,2,405,121,1910,Stonnington City Council,-37.8545,145.0145,Southern Metropolitan,15/10/2016,2016,106,FALSE
Armadale,25 Llaneast St,4,h,2200000,PI,Jellis,2016-10,6.3,3143,1,2,495,163,1900,Stonnington City Council,-37.8613,145.0264,Southern Metropolitan,15/10/2016,2016,116,FALSE
Armadale,367 Dandenong Rd,6,h,5525000,S,Marshall,2016-09,6.3,3143,3,4,1491,516,1935,Stonnington City Council,-37.8602,145.013,Southern Metropolitan,17/9/2016,2016,81,FALSE
Armadale,10/581 Orrong Rd,1,u,440000,SP,Jellis,2017-03,6.3,3143,1,1,0,53,1970,Stonnington City Council,-37.8531,145.0115,Southern Metropolitan,18/3/2017,2016,47,FALSE
Armadale,7/579 Dandenong Rd,2,u,490000,PI,Ray,2016-06,6.3,3143,1,1,0,74,1966,Stonnington City Council,-37.8646,145.0247,Southern Metropolitan,18/6/2016,2016,50,FALSE
Armadale,14 New St,3,h,1300000,VB,Jellis,2016-06,6.3,3143,1,2,212,106,1900,Stonnington City Council,-37.8542,145.0149,Southern Metropolitan,18/6/2016,2016,116,FALSE
Armadale,6/51 Armadale St,2,u,704000,SP,Greg,2016-11,6.3,3143,1,1,0,74,1969,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan,19/11/2016,2016,47,FALSE
Armadale,12/41 Kooyong Rd,2,u,620000,VB,Marshall,2016-11,6.3,3143,1,1,0,98,1970,Stonnington City Council,-37.8596,145.0198,Southern Metropolitan,19/11/2016,2016,46,FALSE
Armadale,63 Denbigh Rd,3,h,1900000,S,Marshall,2016-05,6.3,3143,1,2,328,108,1900,Stonnington City Council,-37.8559,145.0158,Southern Metropolitan,22/5/2016,2016,116,FALSE
Armadale,10/51 Armadale St,2,u,710000,S,Jellis,2017-02,6.3,3143,1,1,2471,80,1970,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan,25/2/2017,2016,47,FALSE
Armadale,2/377 Dandenong Rd,2,u,872000,S,Jellis,2017-02,6.3,3143,1,1,1194,74,1953,Stonnington City Council,-37.8604,145.0147,Southern Metropolitan,25/2/2017,2016,64,FALSE
Armadale,1/14 Denbigh Rd,2,u,598000,S,hockingstuart,2017-02,6.3,3143,1,1,0,88,1970,Stonnington City Council,-37.8593,145.0156,Southern Metropolitan,25/2/2017,2016,47,FALSE
Armadale,75 Sutherland Rd,3,h,1285000,S,Marshall,2017-02,6.3,3143,1,2,186,80,1920,Stonnington City Council,-37.8554,145.0173,Southern Metropolitan,25/2/2017,2016,97,FALSE
Armadale,1/403 Dandenong Rd,2,u,520000,S,hockingstuart,2016-06,6.3,3143,1,1,0,76,1970,Stonnington City Council,-37.8618,145.0183,Southern Metropolitan,27/6/2016,2016,46,FALSE
Armadale,44 Denbigh Rd,4,h,3625000,S,Jellis,2016-11,6.3,3143,1,2,709,251,1900,Stonnington City Council,-37.8574,145.016,Southern Metropolitan,27/11/2016,2016,116,FALSE
Armadale,44 Hampden Rd,4,h,4200000,VB,Kay,2016-11,6.3,3143,3,3,563,333,2000,Stonnington City Council,-37.8582,145.0138,Southern Metropolitan,27/11/2016,2016,16,TRUE
Armadale,3/769 High St,3,t,1101000,S,Jellis,2016-11,6.3,3143,1,2,103,3,2000,Stonnington City Council,-37.8542,145.0135,Southern Metropolitan,27/11/2016,2016,16,TRUE
Armadale,4 Mercer Rd,3,h,3512500,S,Marshall,2016-11,6.3,3143,2,2,617,285,1998,Stonnington City Council,-37.8557,145.0264,Southern Metropolitan,27/11/2016,2016,18,TRUE
Armadale,1/31 Mercer Rd,3,u,869000,S,Jellis,2016-05,6.3,3143,1,1,0,91,1940,Stonnington City Council,-37.853,145.0264,Southern Metropolitan,28/5/2016,2016,76,FALSE
Armadale,5/555 Orrong Rd,1,u,567000,S,hockingstuart,2016-08,6.3,3143,1,1,0,53,2013,Stonnington City Council,-37.8549,145.0113,Southern Metropolitan,28/8/2016,2016,3,TRUE
Armadale,7/844 Malvern Rd,2,u,471500,S,Ray,2016-07,6.3,3143,1,1,0,74,1980,Stonnington City Council,-37.8503,145.0185,Southern Metropolitan,30/7/2016,2016,36,FALSE
Ascot Vale,30 Rothwell St,3,h,940000,S,Nelson,2016-12,5.9,3032,1,2,298,108,1920,Moonee Valley City Council,-37.7777,144.9195,Western Metropolitan,3/12/2016,2016,96,FALSE
Ascot Vale,9/5 Rothwell St,2,u,467000,SP,Brad,2016-12,5.9,3032,1,1,0,62,1980,Moonee Valley City Council,-37.7761,144.9201,Western Metropolitan,3/12/2016,2016,36,FALSE
Ascot Vale,7 Francis St,3,h,1380000,SP,Nelson,2017-03,5.9,3032,2,2,277,174,1910,Moonee Valley City Council,-37.7777,144.9221,Western Metropolitan,4/3/2017,2016,107,FALSE
Ascot Vale,2/21 Harold St,2,u,490000,VB,Jellis,2017-03,5.9,3032,1,1,423,62,1970,Moonee Valley City Council,-37.7736,144.9015,Western Metropolitan,4/3/2017,2016,47,FALSE
Ascot Vale,44 The Parade,4,h,1850000,S,Brad,2017-03,5.9,3032,3,1,478,270,1900,Moonee Valley City Council,-37.7729,144.9179,Western Metropolitan,4/3/2017,2016,117,FALSE
Ascot Vale,97 Walter St,3,h,1284000,S,Woodards,2017-03,5.9,3032,1,2,623,147.5,1938,Moonee Valley City Council,-37.7758,144.9089,Western Metropolitan,4/3/2017,2017,79,FALSE
Ascot Vale,98 Epsom Rd,3,h,971000,SP,Nelson,2016-06,5.9,3032,2,2,285,128,1900,Moonee Valley City Council,-37.775,144.9091,Western Metropolitan,4/6/2016,2016,116,FALSE
Ascot Vale,8 Geddes St,2,h,710000,PI,Nelson,2016-06,5.9,3032,1,1,214,77,1890,Moonee Valley City Council,-37.7776,144.9142,Western Metropolitan,4/6/2016,2016,126,FALSE
Ascot Vale,75 Maribyrnong Rd,6,h,2425000,PI,Brad,2016-06,5.9,3032,3,2,1014,435,1887,Moonee Valley City Council,-37.7721,144.9184,Western Metropolitan,4/6/2016,2016,129,FALSE
Ascot Vale,119 Roseberry St,2,h,750000,SP,Maddison,2016-06,5.9,3032,1,1,226,92,1920,Moonee Valley City Council,-37.7745,144.9093,Western Metropolitan,4/6/2016,2016,96,FALSE
Ascot Vale,10 Fenton St,2,h,1053000,S,Nelson,2016-08,5.9,3032,1,1,269,109,1900,Moonee Valley City Council,-37.7748,144.929,Western Metropolitan,6/8/2016,2016,116,FALSE
Ascot Vale,10 McCully St,3,h,1377000,S,Nelson,2016-08,5.9,3032,1,1,417,168,1900,Moonee Valley City Council,-37.7756,144.9208,Western Metropolitan,6/8/2016,2016,116,FALSE
Ascot Vale,120 Epsom Rd,3,h,970000,S,Brad,2016-05,5.9,3032,1,2,350,125,1904,Moonee Valley City Council,-37.7759,144.91,Western Metropolitan,7/5/2016,2016,112,FALSE
Ascot Vale,63 Kent St,2,h,751000,PI,Nelson,2016-05,5.9,3032,1,1,118,79,1890,Moonee Valley City Council,-37.7807,144.9288,Western Metropolitan,7/5/2016,2016,126,FALSE
Ascot Vale,4 The Parade,2,h,950000,SP,Raine,2016-05,5.9,3032,1,1,173,102,1900,Moonee Valley City Council,-37.7731,144.9206,Western Metropolitan,7/5/2016,2016,116,FALSE
Ascot Vale,1/17 Epsom Rd,2,u,685000,S,Brad,2016-11,5.9,3032,1,2,228,90,1995,Moonee Valley City Council,-37.7718,144.9066,Western Metropolitan,7/11/2016,2016,21,TRUE
Ascot Vale,41 Monash St,3,h,1230000,S,Nelson,2016-10,5.9,3032,1,2,594,148,1960,Moonee Valley City Council,-37.7819,144.9064,Western Metropolitan,8/10/2016,2016,56,FALSE
Ascot Vale,51 Francis St,2,h,770000,PI,Nelson,2016-09,5.9,3032,1,1,226,87,1900,Moonee Valley City Council,-37.7774,144.9186,Western Metropolitan,10/9/2016,2016,116,FALSE
Ascot Vale,33 Dalgety Dr,3,h,960000,S,Walshe,2016-12,5.9,3032,2,2,229,147.5,2011,Moonee Valley City Council,-37.7778,144.9065,Western Metropolitan,10/12/2016,2016,5,TRUE
Ascot Vale,12 Mirams St,4,h,890000,SP,Raine,2016-12,5.9,3032,1,1,300,185,1890,Moonee Valley City Council,-37.7766,144.9143,Western Metropolitan,10/12/2016,2016,126,FALSE
Ascot Vale,78 The Parade,3,h,1440000,S,Nelson,2017-02,5.9,3032,1,1,487,131,1900,Moonee Valley City Council,-37.7725,144.9146,Western Metropolitan,11/2/2017,2017,117,FALSE
Ascot Vale,24/54 Epsom Rd,2,u,450000,VB,Nelson,2016-11,5.9,3032,1,1,0,69,2010,Moonee Valley City Council,-37.7731,144.9074,Western Metropolitan,12/11/2016,2016,6,TRUE
Ascot Vale,2 Farncomb St,3,h,801000,S,Jellis,2016-11,5.9,3032,1,2,431,147.5,1950,Moonee Valley City Council,-37.781,144.9207,Western Metropolitan,12/11/2016,2016,66,FALSE
Ascot Vale,26 Newsom St,3,h,1000000,PI,Brad,2016-11,5.9,3032,2,2,440,120,1955,Moonee Valley City Council,-37.7746,144.9031,Western Metropolitan,12/11/2016,2016,61,FALSE
Ascot Vale,8 Pentland St,3,h,1435000,S,Nelson,2016-11,5.9,3032,2,2,532,147,1950,Moonee Valley City Council,-37.7737,144.904,Western Metropolitan,12/11/2016,2016,66,FALSE
Ascot Vale,8/129 The Parade,1,u,390000,S,Alexkarbon,2016-11,5.9,3032,1,1,0,58,1972,Moonee Valley City Council,-37.7723,144.9094,Western Metropolitan,12/11/2016,2016,44,FALSE
Ascot Vale,52 Monash St,3,h,1425000,PI,Jellis,2016-08,5.9,3032,2,2,495,139,1920,Moonee Valley City Council,-37.7821,144.9055,Western Metropolitan,13/8/2016,2016,96,FALSE
Ascot Vale,58 Fenton St,4,h,1340000,S,Nelson,2016-05,5.9,3032,2,2,683,232,1978,Moonee Valley City Council,-37.775,144.932,Western Metropolitan,14/5/2016,2016,38,FALSE
Ascot Vale,70 Munro St,3,h,955000,S,Brad,2016-05,5.9,3032,1,1,263,117,1910,Moonee Valley City Council,-37.7753,144.9116,Western Metropolitan,14/5/2016,2016,106,FALSE
Ascot Vale,125 Epsom Rd,4,h,1100000,VB,Nelson,2016-10,5.9,3032,2,5,559,195,1920,Moonee Valley City Council,-37.7791,144.9136,Western Metropolitan,15/10/2016,2016,96,FALSE
Ascot Vale,3/28 Ormond Rd,2,u,432000,S,Biggin,2016-10,5.9,3032,1,1,0,62,1978,Moonee Valley City Council,-37.773,144.9303,Western Metropolitan,15/10/2016,2016,38,FALSE
Ascot Vale,7 Angler Pde,4,h,1640000,S,Raine,2016-04,5.9,3032,3,2,562,204,1890,Moonee Valley City Council,-37.782,144.903,Western Metropolitan,16/4/2016,2016,126,FALSE
Ascot Vale,26 Ayr St,6,h,1430000,S,Nelson,2016-04,5.9,3032,2,1,461,286,1900,Moonee Valley City Council,-37.78,144.9295,Western Metropolitan,16/4/2016,2016,116,FALSE
Ascot Vale,2/127 Epsom Rd,2,u,610000,SP,Brad,2016-04,5.9,3032,1,1,301,104,1995,Moonee Valley City Council,-37.7791,144.914,Western Metropolitan,16/4/2016,2016,21,TRUE
Ascot Vale,57 The Parade,3,h,940000,S,Nelson,2016-04,5.9,3032,3,1,491,127,1950,Moonee Valley City Council,-37.7727,144.9136,Western Metropolitan,16/4/2016,2016,66,FALSE
Ascot Vale,62 Mirams St,3,h,890000,SP,Brad,2016-07,5.9,3032,1,1,242,110,1920,Moonee Valley City Council,-37.7765,144.9114,Western Metropolitan,16/7/2016,2016,96,FALSE
Ascot Vale,67 Hurtle St,3,h,1180000,SP,Brad,2016-09,5.9,3032,2,2,617,149,1930,Moonee Valley City Council,-37.7742,144.906,Western Metropolitan,17/9/2016,2016,86,FALSE
Ascot Vale,95 Walter St,4,h,1480000,S,Raine,2016-09,5.9,3032,2,2,597,180,1939,Moonee Valley City Council,-37.7757,144.9088,Western Metropolitan,17/9/2016,2016,77,FALSE
Ascot Vale,3/8 Walter St,2,t,865000,SP,Nelson,2017-03,5.9,3032,2,1,146,132,2015,Moonee Valley City Council,-37.7713,144.9038,Western Metropolitan,18/3/2017,2017,2,TRUE
Ascot Vale,2/225 Maribyrnong Rd,2,t,705000,S,Brad,2016-06,5.9,3032,2,1,113,132,1998,Moonee Valley City Council,-37.7712,144.9088,Western Metropolitan,18/6/2016,2016,18,TRUE
Ascot Vale,12/9 Milton St,2,u,442000,S,Alexkarbon,2016-06,5.9,3032,1,1,0,62,1975,Moonee Valley City Council,-37.7733,144.9219,Western Metropolitan,18/6/2016,2016,41,FALSE
Ascot Vale,21A Geddes St,3,h,1037500,S,Alexkarbon,2016-11,5.9,3032,1,2,506,110,1920,Moonee Valley City Council,-37.7779,144.9133,Western Metropolitan,19/11/2016,2016,96,FALSE
Ascot Vale,1/20 Newsom St,3,t,1050000,S,Jellis,2016-11,5.9,3032,2,2,318,160,2013,Moonee Valley City Council,-37.7744,144.9035,Western Metropolitan,19/11/2016,2016,3,TRUE
Ascot Vale,4/27 Roseberry St,2,u,440000,S,McDonald,2016-11,5.9,3032,1,1,0,65,1970,Moonee Valley City Council,-37.7749,144.9137,Western Metropolitan,19/11/2016,2016,46,FALSE
Ascot Vale,43 Bloomfield Rd,4,h,1430000,S,Nelson,2016-05,5.9,3032,2,0,418,158,1900,Moonee Valley City Council,-37.7766,144.9187,Western Metropolitan,22/5/2016,2016,116,FALSE
Ascot Vale,21 Middle St,3,h,1130000,S,Nelson,2016-04,5.9,3032,2,1,272,157,1900,Moonee Valley City Council,-37.7774,144.928,Western Metropolitan,23/4/2016,2016,116,FALSE
Ascot Vale,78 Francis St,3,h,1135000,S,Brad,2016-09,5.9,3032,1,1,296,104,1910,Moonee Valley City Council,-37.777,144.9176,Western Metropolitan,24/9/2016,2016,106,FALSE
Ascot Vale,25 Geddes St,4,h,950000,PI,Nelson,2016-09,5.9,3032,2,1,298,147,1920,Moonee Valley City Council,-37.7778,144.9131,Western Metropolitan,24/9/2016,2016,96,FALSE
Ascot Vale,18/54 Epsom Rd,2,u,390000,PI,Jellis,2017-02,5.9,3032,1,1,1957,69,2012,Moonee Valley City Council,-37.7731,144.9074,Western Metropolitan,25/2/2017,2017,5,TRUE
Ascot Vale,15 Mirams St,4,h,1345000,S,Jellis,2017-02,5.9,3032,1,1,552,155,1920,Moonee Valley City Council,-37.7769,144.9138,Western Metropolitan,25/2/2017,2017,97,FALSE
Ascot Vale,44 Walter St,3,h,1381500,S,Barry,2017-02,5.9,3032,2,2,416,168,1900,Moonee Valley City Council,-37.7727,144.9055,Western Metropolitan,25/2/2017,2017,117,FALSE
Ascot Vale,25 Dalgety Dr,3,h,940000,S,Jellis,2016-07,5.9,3032,2,2,285,172,2011,Moonee Valley City Council,-37.7778,144.9061,Western Metropolitan,26/7/2016,2016,5,TRUE
Ascot Vale,7 Dalgety Dr,3,h,995000,S,Nelson,2016-07,5.9,3032,2,1,314,177,2010,Moonee Valley City Council,-37.7778,144.9042,Western Metropolitan,26/7/2016,2016,6,TRUE
Ascot Vale,6 Waller Ct,3,h,786000,S,Brad,2016-07,5.9,3032,2,1,576,120,1940,Moonee Valley City Council,-37.7816,144.9217,Western Metropolitan,26/7/2016,2016,76,FALSE
Ascot Vale,17 Ascot St,2,h,705000,PI,Nelson,2016-06,5.9,3032,1,3,252,108,1910,Moonee Valley City Council,-37.7825,144.9206,Western Metropolitan,27/6/2016,2016,106,FALSE
Ascot Vale,73 Kent St,2,h,760000,PI,Nelson,2016-06,5.9,3032,1,1,124,77,1900,Moonee Valley City Council,-37.7807,144.9285,Western Metropolitan,27/6/2016,2016,116,FALSE
Ascot Vale,9/129 The Parade,3,u,487500,S,Hodges,2016-06,5.9,3032,1,3,0,69,1972,Moonee Valley City Council,-37.7723,144.9094,Western Metropolitan,27/6/2016,2016,44,FALSE
Ascot Vale,1 East St,3,t,1000000,S,Nelson,2016-11,5.9,3032,2,2,200,144,2003,Moonee Valley City Council,-37.7766,144.9277,Western Metropolitan,27/11/2016,2016,13,TRUE
Ascot Vale,32 Geddes St,4,h,1110000,PI,Nelson,2016-11,5.9,3032,2,1,349,147.5,1920,Moonee Valley City Council,-37.7775,144.913,Western Metropolitan,27/11/2016,2016,96,FALSE
Ascot Vale,1 Bloomfield Rd,3,h,1305000,S,Barry,2016-05,5.9,3032,1,1,278,166,1900,Moonee Valley City Council,-37.7768,144.9223,Western Metropolitan,28/5/2016,2016,116,FALSE
Ascot Vale,58 Bloomfield Rd,3,h,1215000,S,Stockdale,2016-08,5.9,3032,1,1,452,175,1960,Moonee Valley City Council,-37.7762,144.9174,Western Metropolitan,28/8/2016,2016,56,FALSE
Ascot Vale,1/91 Epsom Rd,2,u,545000,S,Nelson,2016-08,5.9,3032,1,2,194,71,1900,Moonee Valley City Council,-37.7772,144.9118,Western Metropolitan,28/8/2016,2016,116,FALSE
Ascot Vale,5 Doncaster St,4,h,1705000,S,Jellis,2016-07,5.9,3032,2,4,598,273,2012,Moonee Valley City Council,-37.7774,144.9104,Western Metropolitan,30/7/2016,2016,4,TRUE
Ashburton,61 Dent St,4,h,2650000,S,Marshall,2016-09,11,3147,3,2,753,399,2015,Boroondara City Council,-37.8669,145.0767,Southern Metropolitan,3/9/2016,2016,1,TRUE
Ashburton,69 Albion Rd,3,h,1670000,S,Jellis,2016-12,11,3147,2,2,599,220,1930,Boroondara City Council,-37.8673,145.0688,Southern Metropolitan,3/12/2016,2016,86,FALSE
Ashburton,3/39 Solway St,3,t,2050000,S,Fletchers,2016-12,11,3147,3,4,310,315,2014,Boroondara City Council,-37.874,145.0714,Southern Metropolitan,3/12/2016,2016,2,TRUE
Ashburton,101/218 High St,2,u,500000,VB,Fletchers,2017-03,11,3147,1,1,710,77,2010,Boroondara City Council,-37.8636,145.0794,Southern Metropolitan,4/3/2017,2017,7,TRUE
Ashburton,3 Dunlop St,3,h,1555000,S,Jellis,2016-06,11,3147,2,2,731,149,1935,Boroondara City Council,-37.8666,145.0676,Southern Metropolitan,4/6/2016,2016,81,FALSE
Ashburton,16a Nicholas St,3,h,1100000,PI,Marshall,2016-10,11,3147,3,2,276,178,2004,Boroondara City Council,-37.8699,145.0778,Southern Metropolitan,8/10/2016,2016,12,TRUE
Ashburton,5 Nicholas St,3,h,1337000,S,Buxton,2016-10,11,3147,1,2,583,112,1950,Boroondara City Council,-37.8685,145.0786,Southern Metropolitan,8/10/2016,2016,66,FALSE
Ashburton,115 Ashburn Gr,8,h,2950000,S,hockingstuart,2016-09,11,3147,7,4,1472,618,2009,Boroondara City Council,-37.8729,145.0788,Southern Metropolitan,10/9/2016,2016,7,TRUE
Ashburton,33 Eleanor St,4,h,2215000,SP,Marshall,2016-09,11,3147,2,1,681,180,1940,Boroondara City Council,-37.8612,145.0858,Southern Metropolitan,10/9/2016,2016,76,FALSE
Ashburton,1/1 Nairn St,3,h,1518000,S,Jellis,2016-09,11,3147,2,2,516,145,1920,Boroondara City Council,-37.8675,145.0668,Southern Metropolitan,10/9/2016,2016,96,FALSE
Ashburton,9 Gona Ct,3,h,1710000,S,hockingstuart,2016-12,11,3147,1,2,806,101,1950,Boroondara City Council,-37.8695,145.084,Southern Metropolitan,10/12/2016,2016,66,FALSE
Ashburton,45 Yuile St,3,h,1655000,S,Jellis,2016-12,11,3147,1,3,780,152,1940,Boroondara City Council,-37.8599,145.0815,Southern Metropolitan,10/12/2016,2016,76,FALSE
Ashburton,47 Yuile St,4,h,1550000,VB,Marshall,2016-11,11,3147,2,2,780,180,1938,Boroondara City Council,-37.86,145.0817,Southern Metropolitan,12/11/2016,2016,78,FALSE
Ashburton,6a Glen Rd,3,h,1662000,S,Jellis,2016-05,11,3147,2,2,351,228,2006,Boroondara City Council,-37.8742,145.07,Southern Metropolitan,14/5/2016,2016,10,TRUE
Ashburton,18 Glen Rd,3,h,1665000,S,Jellis,2016-10,11,3147,2,3,702,145,1945,Boroondara City Council,-37.8737,145.0695,Southern Metropolitan,15/10/2016,2016,71,FALSE
Ashburton,29A Yuile St,5,h,3510000,S,Jellis,2017-03,11,3147,5,2,755,444,2015,Boroondara City Council,-37.8598,145.0796,Southern Metropolitan,18/3/2017,2017,2,TRUE
Ashburton,2/17 Ashburn Gr,3,t,900000,S,Jellis,2016-11,11,3147,2,2,153,110,1990,Boroondara City Council,-37.8655,145.0808,Southern Metropolitan,19/11/2016,2016,26,TRUE
Ashburton,15 Comas Gr,5,h,2752000,S,Jellis,2016-08,11,3147,4,2,1075,390,2010,Boroondara City Council,-37.8714,145.073,Southern Metropolitan,22/8/2016,2016,6,TRUE
Ashburton,3 Mustang Ct,3,h,1500000,VB,Jellis,2016-08,11,3147,2,2,710,139,1945,Boroondara City Council,-37.8653,145.0897,Southern Metropolitan,22/8/2016,2016,71,FALSE
Ashburton,63 Dent St,4,h,1800000,S,Jellis,2017-02,11,3147,2,4,749,206,1950,Boroondara City Council,-37.8669,145.077,Southern Metropolitan,25/2/2017,2017,67,FALSE
Ashburton,4 Vears Rd,3,h,1830000,S,Jellis,2017-02,11,3147,2,3,724,168,1940,Boroondara City Council,-37.8619,145.0879,Southern Metropolitan,25/2/2017,2017,77,FALSE
Ashburton,14 Lucerne St,3,h,1415000,S,Buxton,2016-06,11,3147,1,1,605,111,1950,Boroondara City Council,-37.8703,145.0774,Southern Metropolitan,27/6/2016,2016,66,FALSE
Ashburton,5 Pitt St,2,h,1440000,PI,Jellis,2016-06,11,3147,1,1,687,104,1940,Boroondara City Council,-37.872,145.0692,Southern Metropolitan,27/6/2016,2016,76,FALSE
Ashburton,1/65 Ashburn Gr,4,t,1250000,VB,Noel,2016-11,11,3147,2,2,321,199,2007,Boroondara City Council,-37.8693,145.08,Southern Metropolitan,27/11/2016,2016,9,TRUE
Ashburton,48 Nicholas St,5,h,1600000,S,Marshall,2016-11,11,3147,3,4,700,266,1950,Boroondara City Council,-37.8724,145.0758,Southern Metropolitan,27/11/2016,2016,66,FALSE
Ashburton,5 Taylor St,4,h,1860000,S,Jellis,2016-11,11,3147,2,3,696,274,2000,Boroondara City Council,-37.8711,145.0746,Southern Metropolitan,27/11/2016,2016,16,TRUE
Ashburton,1/7 Y St,3,t,1710000,S,Marshall,2016-11,11,3147,2,2,295,199,1990,Boroondara City Council,-37.8624,145.0798,Southern Metropolitan,27/11/2016,2016,26,TRUE
Ashburton,33 Highgate Gr,4,h,1790000,PI,hockingstuart,2016-05,11,3147,2,2,514,240,1935,Boroondara City Council,-37.8664,145.0772,Southern Metropolitan,28/5/2016,2016,81,FALSE
Ashburton,9 Pitt St,4,h,1950000,S,Tim,2016-05,11,3147,2,2,844,278,1940,Boroondara City Council,-37.8715,145.0688,Southern Metropolitan,28/5/2016,2016,76,FALSE
Ashburton,19 Poulter St,3,h,1650000,S,Marshall,2016-08,11,3147,1,1,697,164,1947,Boroondara City Council,-37.8636,145.0903,Southern Metropolitan,28/8/2016,2016,69,FALSE
Ashwood,18 Teck St,2,h,995000,S,Tim,2016-09,12.2,3147,1,1,583,154,1950,Monash City Council,-37.8693,145.1082,Southern Metropolitan,3/9/2016,2016,66,FALSE
Ashwood,1/53 Winbirra Pde,4,h,1200000,SP,Purplebricks,2017-03,12.2,3147,3,2,372,201,2016,Monash City Council,-37.8716,145.0999,Southern Metropolitan,4/3/2017,2017,1,TRUE
Ashwood,18 Montrose St,2,h,1075000,VB,Jellis,2016-06,12.2,3147,1,2,695,114,1950,Monash City Council,-37.8694,145.0944,Southern Metropolitan,4/6/2016,2016,66,FALSE
